chatbot,user
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-12"">I planted them 3 months ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-02"">I planted them 2 months ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Burera</LOCATION>.
Where is your farm located?,In <LOCATION>Nyabihu</LOCATION>.
Where is your farm located?,In <LOCATION>Burera</LOCATION>.
Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-31"">4 weeks ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Huye</LOCATION>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-06"">3 weeks ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-20"">5 weeks ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-16"">6 weeks ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>Rose Finn Apple</POTATO>.
Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-09"">7 weeks ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Musanze</LOCATION>.
Where is your farm located?,In <LOCATION>Karongi</LOCATION>.
Where is your farm located?,In <LOCATION>Huye</LOCATION>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-07"">7 weeks ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Musanze</LOCATION>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-19"">I planted them 3 months ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-06"">3 weeks ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Musanze</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.
Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.
Where is your farm located?,In <LOCATION>Huye</LOCATION>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-06"">I planted them 2 months ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Karongi</LOCATION>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-18"">1 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-18"">I planted them 3 months ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-01"">I planted them 2 months ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>Rose Finn Apple</POTATO>.
Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.
Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.
Where is your farm located?,In <LOCATION>Huye</LOCATION>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-06"">I planted them 2 months ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Nyabihu</LOCATION>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-16"">I planted them 2 months ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.
Where is your farm located?,In <LOCATION>Huye</LOCATION>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-30"">I planted them 3 months ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-21"">5 weeks ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-07"">7 weeks ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.
Where is your farm located?,In <LOCATION>Huye</LOCATION>.
Where is your farm located?,In <LOCATION>Karongi</LOCATION>.
Where is your farm located?,In <LOCATION>Huye</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.
Where is your farm located?,In <LOCATION>Nyabihu</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-17"">I planted them 2 months ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Nyaruguru</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-08"">I planted them 2 months ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Huye</LOCATION>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-08"">I planted them 2 months ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-11"">2 weeks ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.
Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-28"">4 weeks ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Nyabihu</LOCATION>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-02"">I planted them 3 months ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-29"">I planted them 3 months ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-17"">I planted them 3 months ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.
Where is your farm located?,In <LOCATION>Rulindo</LOCATION>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-03"">3 weeks ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Nyabihu</LOCATION>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-12"">I planted them 2 months ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-21"">5 weeks ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-18"">1 weeks ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.
Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-10"">I planted them 3 months ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.
Where is your farm located?,In <LOCATION>Huye</LOCATION>.
Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-25"">4 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-16"">I planted them 2 months ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-17"">6 weeks ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Musanze</LOCATION>.
Where is your farm located?,In <LOCATION>Huye</LOCATION>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-20"">1 weeks ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.
Where is your farm located?,In <LOCATION>Rulindo</LOCATION>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-22"">5 weeks ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-29"">4 weeks ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.
Where is your farm located?,In <LOCATION>Burera</LOCATION>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-12"">6 weeks ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-04"">I planted them 2 months ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-05"">I planted them 3 months ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-10"">7 weeks ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.
Where is your farm located?,In <LOCATION>Musanze</LOCATION>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-19"">1 weeks ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-22"">I planted them 3 months ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-16"">1 weeks ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-29"">4 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-18"">I planted them 2 months ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-11"">2 weeks ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-19"">1 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-17"">I planted them 3 months ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-15"">I planted them 3 months ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-02-28"">I planted them 4 months ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.
Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-02"">I planted them 3 months ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-10"">7 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-26"">I planted them 3 months ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>German Butterball</POTATO>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-02-28"">I planted them 4 months ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-17"">6 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-27"">I planted them 3 months ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>German Butterball</POTATO>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-04"">7 weeks ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.
Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-13"">I planted them 3 months ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Burera</LOCATION>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-18"">5 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-10"">I planted them 2 months ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-10"">2 weeks ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Burera</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.
Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.
Where is your farm located?,In <LOCATION>Burera</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.
Where is your farm located?,In <LOCATION>Musanze</LOCATION>.
Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-11"">I planted them 3 months ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-12"">I planted them 3 months ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.
Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.
Which potato variety do you plant?,I plant <POTATO>Rose Finn Apple</POTATO>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-09"">7 weeks ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.
Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-10"">I planted them 2 months ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>German Butterball</POTATO>.
Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.
Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.
Where is your farm located?,In <LOCATION>Rulindo</LOCATION>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-01"">8 weeks ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.
Where is your farm located?,In <LOCATION>Burera</LOCATION>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-21"">I planted them 3 months ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Musanze</LOCATION>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-20"">I planted them 3 months ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.
Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.
Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.
Which potato variety do you plant?,I plant <POTATO>German Butterball</POTATO>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-14"">2 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-07"">I planted them 3 months ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-24"">I planted them 3 months ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-14"">I planted them 2 months ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-12"">I planted them 2 months ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>German Butterball</POTATO>.
Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-03"">I planted them 3 months ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-07"">3 weeks ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-29"">I planted them 3 months ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Musanze</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-28"">I planted them 3 months ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.
Where is your farm located?,In <LOCATION>Karongi</LOCATION>.
Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-26"">I planted them 2 months ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.
Where is your farm located?,In <LOCATION>Huye</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>Rose Finn Apple</POTATO>.
Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.
Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>German Butterball</POTATO>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-18"">1 weeks ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-05"">7 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-02"">I planted them 3 months ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.
Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.
Where is your farm located?,In <LOCATION>Huye</LOCATION>.
Where is your farm located?,In <LOCATION>Rulindo</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-31"">I planted them 2 months ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-29"">4 weeks ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.
Where is your farm located?,In <LOCATION>Nyaruguru</LOCATION>.
Where is your farm located?,In <LOCATION>Rulindo</LOCATION>.
Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-27"">I planted them 2 months ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-03"">3 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-24"">I planted them 2 months ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.
Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-29"">4 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-26"">I planted them 2 months ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-09"">I planted them 2 months ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-12"">6 weeks ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-16"">6 weeks ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Musanze</LOCATION>.
Where is your farm located?,In <LOCATION>Nyaruguru</LOCATION>.
Where is your farm located?,In <LOCATION>Nyabihu</LOCATION>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-15"">I planted them 2 months ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Karongi</LOCATION>.
Where is your farm located?,In <LOCATION>Musanze</LOCATION>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-12"">6 weeks ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Rulindo</LOCATION>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-07"">I planted them 3 months ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-15"">I planted them 3 months ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.
Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-06"">I planted them 3 months ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.
Where is your farm located?,In <LOCATION>Burera</LOCATION>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-16"">I planted them 2 months ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-21"">1 weeks ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-05"">7 weeks ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-29"">4 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-21"">I planted them 2 months ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-19"">5 weeks ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.
Which potato variety do you plant?,I plant <POTATO>Rose Finn Apple</POTATO>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-31"">4 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-30"">I planted them 3 months ago</TIMEX3>."
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-07"">7 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-07"">I planted them 2 months ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-01"">8 weeks ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Rulindo</LOCATION>.
Where is your farm located?,In <LOCATION>Karongi</LOCATION>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-27"">I planted them 2 months ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Musanze</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.
Where is your farm located?,In <LOCATION>Nyabihu</LOCATION>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-27"">I planted them 2 months ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.
When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-14"">6 weeks ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-03"">I planted them 3 months ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-23"">I planted them 2 months ago</TIMEX3>."
Which potato variety do you plant?,I plant <POTATO>German Butterball</POTATO>.
Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.
Where is your farm located?,In <LOCATION>Rulindo</LOCATION>.
Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.
Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-07"">I planted them 3 months ago</TIMEX3>."
When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-27"">I planted them 2 months ago</TIMEX3>."
Where is your farm located?,In <LOCATION>Rulindo</LOCATION>.
