,index,chatbot,user,dataset,date_today,id
10773,773,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-09"">7 weeks ago</TIMEX3>.",train,2025-06-28,10773
10774,774,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-10"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,10774
10775,775,Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.,train,2025-06-28,10775
10776,776,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-04"">I planted them 2 months ago</TIMEX3>.",valid,2025-06-28,10776
10777,777,Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.,train,2025-06-28,10777
10778,778,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-05"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,10778
10779,779,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-10"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,10779
10780,780,Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.,train,2025-06-28,10780
10781,781,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-21"">5 weeks ago</TIMEX3>.",test,2025-06-28,10781
10782,782,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-19"">5 weeks ago</TIMEX3>.",train,2025-06-28,10782
10783,783,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-14"">I planted them 2 months ago</TIMEX3>.",valid,2025-06-28,10783
10784,784,Where is your farm located?,In <LOCATION>Nyabihu</LOCATION>.,train,2025-06-28,10784
10785,785,Where is your farm located?,In <LOCATION>Burera</LOCATION>.,train,2025-06-28,10785
10786,786,Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.,train,2025-06-28,10786
10787,787,Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.,train,2025-06-28,10787
10788,788,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-18"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,10788
10789,789,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-03"">8 weeks ago</TIMEX3>.",test,2025-06-28,10789
10790,790,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-06"">7 weeks ago</TIMEX3>.",train,2025-06-28,10790
10791,791,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-05"">3 weeks ago</TIMEX3>.",train,2025-06-28,10791
10792,792,Where is your farm located?,In <LOCATION>Rulindo</LOCATION>.,valid,2025-06-28,10792
10793,793,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-04"">3 weeks ago</TIMEX3>.",train,2025-06-28,10793
10794,794,Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.,train,2025-06-28,10794
10795,795,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-07"">I planted them 3 months ago</TIMEX3>.",test,2025-06-28,10795
10796,796,Where is your farm located?,In <LOCATION>Nyabihu</LOCATION>.,train,2025-06-28,10796
10797,797,Where is your farm located?,In <LOCATION>Musanze</LOCATION>.,train,2025-06-28,10797
10798,798,Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.,test,2025-06-28,10798
10799,799,Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.,train,2025-06-28,10799
10800,800,Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.,train,2025-06-28,10800
10801,801,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-21"">5 weeks ago</TIMEX3>.",train,2025-06-28,10801
10802,802,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-15"">6 weeks ago</TIMEX3>.",train,2025-06-28,10802
10803,803,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-27"">4 weeks ago</TIMEX3>.",valid,2025-06-28,10803
10804,804,Which potato variety do you plant?,I plant <POTATO>German Butterball</POTATO>.,train,2025-06-28,10804
10805,805,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-07"">3 weeks ago</TIMEX3>.",train,2025-06-28,10805
10806,806,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-07"">3 weeks ago</TIMEX3>.",train,2025-06-28,10806
10807,807,Where is your farm located?,In <LOCATION>Nyaruguru</LOCATION>.,valid,2025-06-28,10807
10808,808,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-09"">7 weeks ago</TIMEX3>.",train,2025-06-28,10808
10809,809,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-25"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,10809
10810,810,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-29"">4 weeks ago</TIMEX3>.",valid,2025-06-28,10810
10811,811,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-15"">1 weeks ago</TIMEX3>.",train,2025-06-28,10811
10812,812,Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.,train,2025-06-28,10812
10813,813,Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.,train,2025-06-28,10813
10814,814,Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.,train,2025-06-28,10814
10815,815,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-06"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,10815
10816,816,Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.,train,2025-06-28,10816
10817,817,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-12"">2 weeks ago</TIMEX3>.",valid,2025-06-28,10817
10818,818,Where is your farm located?,In <LOCATION>Rulindo</LOCATION>.,train,2025-06-28,10818
10819,819,Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.,train,2025-06-28,10819
10820,820,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-01"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,10820
10821,821,Which potato variety do you plant?,I plant <POTATO>German Butterball</POTATO>.,train,2025-06-28,10821
10822,822,Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.,train,2025-06-28,10822
10823,823,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-11"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,10823
10824,824,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-10"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,10824
10825,825,Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.,train,2025-06-28,10825
10826,826,Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.,train,2025-06-28,10826
10827,827,Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.,train,2025-06-28,10827
10828,828,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-17"">6 weeks ago</TIMEX3>.",train,2025-06-28,10828
10829,829,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-12"">6 weeks ago</TIMEX3>.",train,2025-06-28,10829
10830,830,Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.,train,2025-06-28,10830
10831,831,Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.,train,2025-06-28,10831
10832,832,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-24"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,10832
10833,833,Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.,valid,2025-06-28,10833
10834,834,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-25"">4 weeks ago</TIMEX3>.",test,2025-06-28,10834
10835,835,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-04"">3 weeks ago</TIMEX3>.",test,2025-06-28,10835
10836,836,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-05"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,10836
10837,837,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-05"">3 weeks ago</TIMEX3>.",valid,2025-06-28,10837
10838,838,Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.,train,2025-06-28,10838
10839,839,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-26"">4 weeks ago</TIMEX3>.",train,2025-06-28,10839
10840,840,Where is your farm located?,In <LOCATION>Musanze</LOCATION>.,train,2025-06-28,10840
10841,841,Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.,train,2025-06-28,10841
10842,842,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-29"">4 weeks ago</TIMEX3>.",train,2025-06-28,10842
10843,843,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-02"">I planted them 2 months ago</TIMEX3>.",valid,2025-06-28,10843
10844,844,Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.,train,2025-06-28,10844
10845,845,Where is your farm located?,In <LOCATION>Karongi</LOCATION>.,train,2025-06-28,10845
10846,846,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-22"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,10846
10847,847,Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.,valid,2025-06-28,10847
10848,848,Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.,train,2025-06-28,10848
10849,849,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-10"">7 weeks ago</TIMEX3>.",train,2025-06-28,10849
10850,850,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-04-29"">8 weeks ago</TIMEX3>.",train,2025-06-28,10850
10851,851,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-01"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,10851
10852,852,Which potato variety do you plant?,I plant <POTATO>German Butterball</POTATO>.,test,2025-06-28,10852
10853,853,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-05"">3 weeks ago</TIMEX3>.",train,2025-06-28,10853
10854,854,Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.,test,2025-06-28,10854
10855,855,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-28"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,10855
10856,856,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-09"">I planted them 3 months ago</TIMEX3>.",test,2025-06-28,10856
10857,857,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-01"">I planted them 2 months ago</TIMEX3>.",valid,2025-06-28,10857
10858,858,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-22"">I planted them 3 months ago</TIMEX3>.",valid,2025-06-28,10858
10859,859,Which potato variety do you plant?,I plant <POTATO>Rose Finn Apple</POTATO>.,test,2025-06-28,10859
10860,860,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-10"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,10860
10861,861,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-08"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,10861
10862,862,Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.,train,2025-06-28,10862
10863,863,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-07"">7 weeks ago</TIMEX3>.",train,2025-06-28,10863
10864,864,Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.,test,2025-06-28,10864
10865,865,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-02"">3 weeks ago</TIMEX3>.",train,2025-06-28,10865
10866,866,Which potato variety do you plant?,I plant <POTATO>Russian Banana</POTATO>.,train,2025-06-28,10866
10867,867,Where is your farm located?,In <LOCATION>Musanze</LOCATION>.,train,2025-06-28,10867
10868,868,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-02"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,10868
10869,869,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-09"">2 weeks ago</TIMEX3>.",train,2025-06-28,10869
10870,870,Where is your farm located?,In <LOCATION>Rulindo</LOCATION>.,train,2025-06-28,10870
10871,871,Where is your farm located?,In <LOCATION>Burera</LOCATION>.,train,2025-06-28,10871
10872,872,Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.,train,2025-06-28,10872
10873,873,Where is your farm located?,In <LOCATION>Nyaruguru</LOCATION>.,train,2025-06-28,10873
10874,874,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-17"">6 weeks ago</TIMEX3>.",train,2025-06-28,10874
10875,875,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-20"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,10875
10876,876,Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.,train,2025-06-28,10876
10877,877,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-08"">2 weeks ago</TIMEX3>.",train,2025-06-28,10877
10878,878,Where is your farm located?,In <LOCATION>Nyabihu</LOCATION>.,train,2025-06-28,10878
10879,879,Where is your farm located?,In <LOCATION>Nyamagabe</LOCATION>.,train,2025-06-28,10879
10880,880,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-04-29"">8 weeks ago</TIMEX3>.",train,2025-06-28,10880
10881,881,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-16"">6 weeks ago</TIMEX3>.",train,2025-06-28,10881
10882,882,Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.,train,2025-06-28,10882
10883,883,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-05"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,10883
10884,884,Where is your farm located?,In <LOCATION>Burera</LOCATION>.,train,2025-06-28,10884
10885,885,Which potato variety do you plant?,I plant <POTATO>Rose Finn Apple</POTATO>.,train,2025-06-28,10885
10886,886,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-29"">4 weeks ago</TIMEX3>.",valid,2025-06-28,10886
10887,887,Which potato variety do you plant?,I plant <POTATO>German Butterball</POTATO>.,train,2025-06-28,10887
10888,888,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-20"">5 weeks ago</TIMEX3>.",train,2025-06-28,10888
10889,889,Where is your farm located?,In <LOCATION>Karongi</LOCATION>.,train,2025-06-28,10889
10890,890,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-16"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,10890
10891,891,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-24"">5 weeks ago</TIMEX3>.",train,2025-06-28,10891
10892,892,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-30"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,10892
10893,893,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-12"">2 weeks ago</TIMEX3>.",test,2025-06-28,10893
10894,894,Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.,valid,2025-06-28,10894
10895,895,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-10"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,10895
10896,896,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-08"">7 weeks ago</TIMEX3>.",test,2025-06-28,10896
10897,897,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-18"">I planted them 3 months ago</TIMEX3>.",test,2025-06-28,10897
10898,898,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-29"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,10898
10899,899,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-06"">7 weeks ago</TIMEX3>.",train,2025-06-28,10899
10900,900,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-20"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,10900
10901,901,Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.,train,2025-06-28,10901
10902,902,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-01"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,10902
10903,903,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-14"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,10903
10904,904,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-04"">I planted them 3 months ago</TIMEX3>.",valid,2025-06-28,10904
10905,905,Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.,test,2025-06-28,10905
10906,906,Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.,train,2025-06-28,10906
10907,907,Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.,train,2025-06-28,10907
10908,908,Where is your farm located?,In <LOCATION>Nyaruguru</LOCATION>.,train,2025-06-28,10908
10909,909,Where is your farm located?,In <LOCATION>Karongi</LOCATION>.,valid,2025-06-28,10909
10910,910,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-15"">6 weeks ago</TIMEX3>.",test,2025-06-28,10910
10911,911,Where is your farm located?,In <LOCATION>Nyaruguru</LOCATION>.,train,2025-06-28,10911
10912,912,Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.,test,2025-06-28,10912
10913,913,Where is your farm located?,In <LOCATION>Huye</LOCATION>.,train,2025-06-28,10913
10914,914,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-24"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,10914
10915,915,Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.,train,2025-06-28,10915
10916,916,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-10"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,10916
10917,917,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-09"">2 weeks ago</TIMEX3>.",train,2025-06-28,10917
10918,918,Which potato variety do you plant?,I plant <POTATO>La Ratte</POTATO>.,train,2025-06-28,10918
10919,919,Where is your farm located?,In <LOCATION>Rubavu</LOCATION>.,train,2025-06-28,10919
10920,920,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-05"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,10920
10921,921,Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.,train,2025-06-28,10921
10922,922,Where is your farm located?,In <LOCATION>Huye</LOCATION>.,train,2025-06-28,10922
10923,923,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-09"">7 weeks ago</TIMEX3>.",train,2025-06-28,10923
10924,924,Where is your farm located?,In <LOCATION>Rulindo</LOCATION>.,train,2025-06-28,10924
10925,925,Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.,train,2025-06-28,10925
10926,926,Which potato variety do you plant?,I plant <POTATO>German Butterball</POTATO>.,train,2025-06-28,10926
10927,927,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-12"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,10927
10928,928,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-27"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,10928
10929,929,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-25"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,10929
10930,930,Which potato variety do you plant?,I plant <POTATO>New Potatoes</POTATO>.,valid,2025-06-28,10930
10931,931,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-05"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,10931
10932,932,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-22"">5 weeks ago</TIMEX3>.",train,2025-06-28,10932
10933,933,Which potato variety do you plant?,I plant <POTATO>Red Bliss</POTATO>.,train,2025-06-28,10933
10934,934,Where is your farm located?,In <LOCATION>Rulindo</LOCATION>.,train,2025-06-28,10934
10935,935,Where is your farm located?,In <LOCATION>Musanze</LOCATION>.,train,2025-06-28,10935
10936,936,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-25"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,10936
10937,937,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-17"">I planted them 2 months ago</TIMEX3>.",test,2025-06-28,10937
10938,938,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-23"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,10938
10939,939,Where is your farm located?,In <LOCATION>Nyabihu</LOCATION>.,test,2025-06-28,10939
10940,940,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-15"">1 weeks ago</TIMEX3>.",train,2025-06-28,10940
10941,941,Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.,valid,2025-06-28,10941
10942,942,Where is your farm located?,In <LOCATION>Karongi</LOCATION>.,train,2025-06-28,10942
10943,943,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-11"">2 weeks ago</TIMEX3>.",train,2025-06-28,10943
10944,944,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-04-02"">I planted them 2 months ago</TIMEX3>.",train,2025-06-28,10944
10945,945,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-26"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,10945
10946,946,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-14"">2 weeks ago</TIMEX3>.",train,2025-06-28,10946
10947,947,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-28"">I planted them 3 months ago</TIMEX3>.",valid,2025-06-28,10947
10948,948,Where is your farm located?,In <LOCATION>Rulindo</LOCATION>.,valid,2025-06-28,10948
10949,949,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-14"">2 weeks ago</TIMEX3>.",train,2025-06-28,10949
10950,950,Where is your farm located?,In <LOCATION>Gicumbi</LOCATION>.,train,2025-06-28,10950
10951,951,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-24"">I planted them 3 months ago</TIMEX3>.",train,2025-06-28,10951
10952,952,Which potato variety do you plant?,I plant <POTATO>German Butterball</POTATO>.,train,2025-06-28,10952
10953,953,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-29"">4 weeks ago</TIMEX3>.",valid,2025-06-28,10953
10954,954,Which potato variety do you plant?,I plant <POTATO>French Fingerling</POTATO>.,train,2025-06-28,10954
10955,955,Where is your farm located?,In <LOCATION>Nyabihu</LOCATION>.,train,2025-06-28,10955
10956,956,Where is your farm located?,In <LOCATION>Huye</LOCATION>.,train,2025-06-28,10956
10957,957,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-06-20"">1 weeks ago</TIMEX3>.",train,2025-06-28,10957
10958,958,Which potato variety do you plant?,I plant <POTATO>Austrian Crescent</POTATO>.,train,2025-06-28,10958
10959,959,When did you last spray your potatoes?,"I sprayed them <TIMEX3 type=""DATE"" option=""LAST_SPRAY_DATE"" value=""2025-05-20"">5 weeks ago</TIMEX3>.",train,2025-06-28,10959
10960,960,Which potato variety do you plant?,I plant <POTATO>Fingerling</POTATO>.,test,2025-06-28,10960
10961,961,When did you plant your potatoes?,"<TIMEX3 type=""DATE"" option=""PLANT_DATE"" value=""2025-03-15"">I planted them 3 months ago</TIMEX3>.",valid,2025-06-28,10961
