sentence_id,words,labels,dataset
357,ago,I-DATE,train
357,.,O,train
358,We,O,train
358,vacationed,O,train
358,in,O,train
358,Havana,B-LOCATION,train
358,,O,train
358,two,B-DATE,train
358,and,I-DATE,train
358,a,I-DATE,train
358,half,I-DATE,train
358,months,I-DATE,train
358,ago,I-DATE,train
358,.,O,train
359,The,O,test
359,event,O,test
359,was,O,test
359,hosted,O,test
359,in,O,test
359,Riyadh,B-LOCATION,test
359,,O,test
359,ten,B-DATE,test
359,days,I-DATE,test
359,ago,I-DATE,test
359,.,O,test
360,I,O,train
360,stayed,O,train
360,in,O,train
360,Reykjavik,B-LOCATION,train
360,,O,train
360,six,B-DATE,train
360,days,I-DATE,train
360,ago,I-DATE,train
360,.,O,train
361,The,O,test
361,client,O,test
361,arrived,O,test
361,from,O,test
361,Boston,B-LOCATION,test
361,,O,test
361,sixteen,B-DATE,test
361,days,I-DATE,test
361,ago,I-DATE,test
361,.,O,test
362,They,O,train
362,returned,O,train
362,from,O,train
362,Cairo,B-LOCATION,train
362,,O,train
362,four,B-DATE,train
362,weeks,I-DATE,train
362,ago,I-DATE,train
362,.,O,train
363,She,O,train
363,left,O,train
363,Beirut,B-LOCATION,train
363,,O,train
363,eighteen,B-DATE,train
363,days,I-DATE,train
363,ago,I-DATE,train
363,.,O,train
364,I,O,valid
364,flew,O,valid
364,into,O,valid
364,Casablanca,B-LOCATION,valid
364,,O,valid
364,twenty,B-DATE,valid
364,days,I-DATE,valid
364,ago,I-DATE,valid
364,.,O,valid
365,We,O,train
365,held,O,train
365,the,O,train
365,summit,O,train
365,in,O,train
365,Manila,B-LOCATION,train
365,,O,train
365,five,B-DATE,train
365,weeks,I-DATE,train
365,ago,I-DATE,train
365,.,O,train
366,The,O,train
366,launch,O,train
366,was,O,train
366,held,O,train
366,in,O,train
366,Abu,B-LOCATION,train
366,Dhabi,I-LOCATION,train
366,,O,train
366,twenty-five,B-DATE,train
366,days,I-DATE,train
366,ago,I-DATE,train
366,.,O,train
367,I,O,train
367,last,O,train
367,saw,O,train
367,her,O,train
367,in,O,train
367,Colombo,B-LOCATION,train
367,,O,train
367,twenty-three,B-DATE,train
367,days,I-DATE,train
367,ago,I-DATE,train
367,.,O,train
368,The,O,test
368,report,O,test
368,was,O,test
368,finalized,O,test
368,in,O,test
368,Accra,B-LOCATION,test
368,,O,test
368,nine,B-DATE,test
368,days,I-DATE,test
368,ago,I-DATE,test
368,.,O,test
369,We,O,train
369,drove,O,train
369,from,O,train
369,Perth,B-LOCATION,train
369,,O,train
369,to,O,train
369,Darwin,B-LOCATION,train
369,,O,train
369,twenty-two,B-DATE,train
369,days,I-DATE,train
369,ago,I-DATE,train
369,.,O,train
370,The,O,train
370,concert,O,train
370,in,O,train
370,Barcelona,B-LOCATION,train
370,,O,train
370,happened,O,train
370,thirteen,B-DATE,train
370,days,I-DATE,train
370,ago,I-DATE,train
370,.,O,train
371,She,O,train
371,moved,O,train
371,to,O,train
371,Melbourne,B-LOCATION,train
371,,O,train
371,two,B-DATE,train
371,months,I-DATE,train
371,ago,I-DATE,train
371,.,O,train
372,We,O,train
372,landed,O,train
372,in,O,train
372,Singapore,B-LOCATION,train
372,,O,train
372,three,B-DATE,train
372,days,I-DATE,train
372,ago,I-DATE,train
372,.,O,train
373,He,O,train
373,left,O,train
373,Islamabad,B-LOCATION,train
373,,O,train
373,eleven,B-DATE,train
373,days,I-DATE,train
373,ago,I-DATE,train
373,.,O,train
374,The,O,train
374,conference,O,train
374,in,O,train
374,Venice,B-LOCATION,train
374,,O,train
374,ended,O,train
374,sixteen,B-DATE,train
374,days,I-DATE,train
374,ago,I-DATE,train
374,.,O,train
375,I,O,train
375,visited,O,train
375,Panama,B-LOCATION,train
375,City,I-LOCATION,train
375,,O,train
375,two,B-DATE,train
375,months,I-DATE,train
375,ago,I-DATE,train
375,.,O,train
376,Our,O,train
376,meeting,O,train
376,in,O,train
376,Chicago,B-LOCATION,train
376,,O,train
376,was,O,train
376,held,O,train
376,five,B-DATE,train
376,days,I-DATE,train
376,ago,I-DATE,train
376,.,O,train
377,She,O,test
377,arrived,O,test
377,in,O,test
377,Havana,B-LOCATION,test
377,,O,test
377,four,B-DATE,test
377,days,I-DATE,test
377,ago,I-DATE,test
377,.,O,test
378,The,O,train
378,team,O,train
378,left,O,train
378,Managua,B-LOCATION,train
378,,O,train
378,twenty-three,B-DATE,train
378,days,I-DATE,train
378,ago,I-DATE,train
378,.,O,train
379,He,O,train
379,returned,O,train
379,from,O,train
379,Toronto,B-LOCATION,train
379,,O,train
379,eight,B-DATE,train
379,days,I-DATE,train
379,ago,I-DATE,train
379,.,O,train
380,We,O,valid
380,explored,O,valid
380,Petra,B-LOCATION,valid
380,,O,valid
380,seven,B-DATE,valid
380,weeks,I-DATE,valid
380,ago,I-DATE,valid
380,.,O,valid
381,The,O,train
381,deal,O,train
381,in,O,train
381,Geneva,B-LOCATION,train
381,,O,train
381,was,O,train
381,finalized,O,train
381,eighteen,B-DATE,train
381,days,I-DATE,train
381,ago,I-DATE,train
381,.,O,train
382,They,O,test
382,visited,O,test
382,Skopje,B-LOCATION,test
382,,O,test
382,twenty-one,B-DATE,test
382,days,I-DATE,test
382,ago,I-DATE,test
382,.,O,test
383,I,O,train
383,was,O,train
383,in,O,train
383,Vilnius,B-LOCATION,train
383,,O,train
383,six,B-DATE,train
383,days,I-DATE,train
383,ago,I-DATE,train
383,.,O,train
384,She,O,valid
384,flew,O,valid
384,from,O,valid
384,Belgrade,B-LOCATION,valid
384,,O,valid
384,twenty,B-DATE,valid
384,days,I-DATE,valid
384,ago,I-DATE,valid
384,.,O,valid
385,He,O,test
385,arrived,O,test
385,in,O,test
385,Amman,B-LOCATION,test
385,,O,test
385,ten,B-DATE,test
385,days,I-DATE,test
385,ago,I-DATE,test
385,.,O,test
386,The,O,valid
386,event,O,valid
386,in,O,valid
386,Kathmandu,B-LOCATION,valid
386,,O,valid
386,happened,O,valid
386,fifteen,B-DATE,valid
386,days,I-DATE,valid
386,ago,I-DATE,valid
386,.,O,valid
387,We,O,train
387,left,O,train
387,Tunis,B-LOCATION,train
387,,O,train
387,one,B-DATE,train
387,month,I-DATE,train
387,ago,I-DATE,train
387,.,O,train
388,The,O,train
388,seminar,O,train
388,in,O,train
388,Luanda,B-LOCATION,train
388,,O,train
388,took,O,train
388,place,O,train
388,twenty-six,B-DATE,train
388,days,I-DATE,train
388,ago,I-DATE,train
388,.,O,train
389,She,O,train
389,traveled,O,train
389,to,O,train
389,Kampala,B-LOCATION,train
389,,O,train
389,two,B-DATE,train
389,days,I-DATE,train
389,ago,I-DATE,train
389,.,O,train
390,The,O,train
390,office,O,train
390,in,O,train
390,Porto,B-LOCATION,train
390,,O,train
390,reopened,O,train
390,twelve,B-DATE,train
390,days,I-DATE,train
390,ago,I-DATE,train
390,.,O,train
391,He,O,train
391,vacationed,O,train
391,in,O,train
391,Montevideo,B-LOCATION,train
391,,O,train
391,four,B-DATE,train
391,weeks,I-DATE,train
391,ago,I-DATE,train
391,.,O,train
392,We,O,train
392,met,O,train
392,in,O,train
392,Santo,B-LOCATION,train
392,Domingo,I-LOCATION,train
392,,O,train
392,nineteen,B-DATE,train
392,days,I-DATE,train
392,ago,I-DATE,train
392,.,O,train
393,The,O,valid
393,workshop,O,valid
393,in,O,valid
393,Riga,B-LOCATION,valid
393,,O,valid
393,started,O,valid
393,thirteen,B-DATE,valid
393,days,I-DATE,valid
393,ago,I-DATE,valid
393,.,O,valid
394,She,O,train
394,left,O,train
394,Yerevan,B-LOCATION,train
394,,O,train
394,seventeen,B-DATE,train
394,days,I-DATE,train
394,ago,I-DATE,train
394,.,O,train
395,We,O,test
395,landed,O,test
395,in,O,test
395,Doha,B-LOCATION,test
395,,O,test
395,yesterday,B-DATE,test
395,.,O,test
396,I,O,train
396,went,O,train
396,to,O,train
396,Rabat,B-LOCATION,train
396,,O,train
396,a,B-DATE,train
396,week,I-DATE,train
396,ago,I-DATE,train
396,.,O,train
397,The,O,train
397,festival,O,train
397,in,O,train
397,Reykjavik,B-LOCATION,train
397,,O,train
397,ended,O,train
397,nine,B-DATE,train
397,days,I-DATE,train
397,ago,I-DATE,train
397,.,O,train
398,He,O,train
398,traveled,O,train
398,to,O,train
398,Canberra,B-LOCATION,train
398,,O,train
398,five,B-DATE,train
398,weeks,I-DATE,train
398,ago,I-DATE,train
398,.,O,train
399,The,O,train
399,exhibition,O,train
399,in,O,train
399,Valletta,B-LOCATION,train
399,,O,train
399,opened,O,train
399,fourteen,B-DATE,train
399,days,I-DATE,train
399,ago,I-DATE,train
399,.,O,train
400,We,O,train
400,returned,O,train
400,from,O,train
400,Tbilisi,B-LOCATION,train
400,,O,train
400,twenty-two,B-DATE,train
400,days,I-DATE,train
400,ago,I-DATE,train
400,.,O,train
401,She,O,test
401,went,O,test
401,to,O,test
401,San,B-LOCATION,test
401,José,I-LOCATION,test
401,,O,test
401,twenty-five,B-DATE,test
401,days,I-DATE,test
401,ago,I-DATE,test
401,.,O,test
402,He,O,train
402,was,O,train
402,in,O,train
402,Bangui,B-LOCATION,train
402,,O,train
402,twenty-seven,B-DATE,train
402,days,I-DATE,train
402,ago,I-DATE,train
402,.,O,train
403,I,O,test
403,visited,O,test
403,Ljubljana,B-LOCATION,test
403,,O,test
403,twenty-three,B-DATE,test
403,days,I-DATE,test
403,ago,I-DATE,test
403,.,O,test
404,They,O,valid
404,moved,O,valid
404,to,O,valid
404,Podgorica,B-LOCATION,valid
404,,O,valid
404,two,B-DATE,valid
404,months,I-DATE,valid
404,ago,I-DATE,valid
404,.,O,valid
405,We,O,train
405,had,O,train
405,lunch,O,train
405,in,O,train
405,Asunción,B-LOCATION,train
405,,O,train
405,fifteen,B-DATE,train
405,days,I-DATE,train
405,ago,I-DATE,train
405,.,O,train
406,The,O,train
406,team,O,train
406,left,O,train
406,Suva,B-LOCATION,train
406,,O,train
406,twenty-one,B-DATE,train
406,days,I-DATE,train
406,ago,I-DATE,train
406,.,O,train
407,She,O,train
407,studied,O,train
407,in,O,train
407,Dhaka,B-LOCATION,train
407,,O,train
407,three,B-DATE,train
407,months,I-DATE,train
407,ago,I-DATE,train
407,.,O,train
408,The,O,train
408,session,O,train
408,in,O,train
408,Islamabad,B-LOCATION,train
408,,O,train
408,ended,O,train
408,eighteen,B-DATE,train
408,days,I-DATE,train
408,ago,I-DATE,train
408,.,O,train
409,He,O,train
409,left,O,train
409,Thimphu,B-LOCATION,train
409,,O,train
409,sixteen,B-DATE,train
409,days,I-DATE,train
409,ago,I-DATE,train
409,.,O,train
410,We,O,train
410,landed,O,train
410,in,O,train
410,Nouakchott,B-LOCATION,train
410,,O,train
410,yesterday,B-DATE,train
410,.,O,train
411,The,O,train
411,agreement,O,train
411,was,O,train
411,signed,O,train
411,in,O,train
411,Doha,B-LOCATION,train
411,,O,train
411,five,B-DATE,train
411,days,I-DATE,train
411,ago,I-DATE,train
411,.,O,train
412,The,O,train
412,minister,O,train
412,visited,O,train
412,Minsk,B-LOCATION,train
412,,O,train
412,four,B-DATE,train
412,days,I-DATE,train
412,ago,I-DATE,train
412,.,O,train
413,I,O,train
413,flew,O,train
413,into,O,train
413,Kuwait,B-LOCATION,train
413,City,I-LOCATION,train
413,,O,train
413,twenty-four,B-DATE,train
413,days,I-DATE,train
413,ago,I-DATE,train
413,.,O,train
414,They,O,train
414,attended,O,train
414,a,O,train
414,summit,O,train
414,in,O,train
414,Baghdad,B-LOCATION,train
414,,O,train
414,twenty-six,B-DATE,train
414,days,I-DATE,train
414,ago,I-DATE,train
414,.,O,train
415,The,O,train
415,program,O,train
415,in,O,train
415,Honiara,B-LOCATION,train
415,,O,train
415,began,O,train
415,two,B-DATE,train
415,days,I-DATE,train
415,ago,I-DATE,train
415,.,O,train
416,She,O,train
416,came,O,train
416,back,O,train
416,from,O,train
416,Baku,B-LOCATION,train
416,,O,train
416,nine,B-DATE,train
416,days,I-DATE,train
416,ago,I-DATE,train
416,.,O,train
417,The,O,train
417,package,O,train
417,from,O,train
417,Tehran,B-LOCATION,train
417,,O,train
417,arrived,O,train
417,nineteen,B-DATE,train
417,days,I-DATE,train
417,ago,I-DATE,train
417,.,O,train
418,I,O,train
418,traveled,O,train
418,to,O,train
418,Gaborone,B-LOCATION,train
418,,O,train
418,four,B-DATE,train
418,weeks,I-DATE,train
418,ago,I-DATE,train
418,.,O,train
419,We,O,train
419,ended,O,train
419,the,O,train
419,road,O,train
419,trip,O,train
419,in,O,train
419,Ulaanbaatar,B-LOCATION,train
419,,O,train
419,ten,B-DATE,train
419,days,I-DATE,train
419,ago,I-DATE,train
419,.,O,train
